EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating
3360,49,No,Travel_Rarely,Research & Development,25,2,Life Sciences,1,Female,2,Sales Executive,Married,43450,4,Y,15,8,0,29,3,26,1,7,1,2,2,2,3
3361,48,No,Travel_Rarely,Research & Development,1,4,Medical,1,Male,1,Research Scientist,Married,21770,4,Y,18,8,0,13,4,0,0,0,4,3,2,3,3
3362,31,No,Non-Travel,Research & Development,1,2,Technical Degree,1,Female,2,Sales Executive,Married,27930,1,Y,16,8,0,9,4,9,0,0,4,3,2,3,3
3363,36,No,Travel_Rarely,Human Resources,2,4,Technical Degree,1,Male,1,Sales Executive,Single,79180,2,Y,12,8,2,8,3,6,0,1,2,4,3,2,3
3364,38,No,Travel_Rarely,Sales,6,3,Other,1,Male,2,Sales Executive,Married,87890,1,Y,11,8,3,15,4,15,5,11,4,1,3,3,3
3365,32,No,Non-Travel,Sales,18,3,Marketing,1,Male,1,Laboratory Technician,Married,23890,6,Y,12,8,1,5,4,3,0,2,3,2,3,2,3
3366,25,Yes,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Male,1,Sales Executive,Married,32120,1,Y,15,8,1,1,3,1,0,0,3,2,3,2,3
3367,40,No,Travel_Rarely,Research & Development,1,4,Medical,1,Male,2,Research Scientist,Divorced,192320,2,Y,14,8,1,11,3,1,0,0,1,2,2,3,3
3368,26,No,Travel_Frequently,Sales,11,3,Marketing,1,Male,2,Healthcare Representative,Single,22670,1,Y,19,8,3,7,2,7,0,7,3,1,3,2,3
3369,41,No,Travel_Rarely,Research & Development,1,4,Medical,1,Male,1,Research Scientist,Single,195170,2,Y,13,8,0,20,5,18,2,17,4,1,3,3,3
3370,36,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,Female,2,Healthcare Representative,Single,24360,4,Y,13,8,0,16,3,11,3,9,3,3,3,1,3
3371,19,Yes,Travel_Rarely,Research & Development,15,3,Life Sciences,1,Male,2,Research Scientist,Single,160640,1,Y,15,8,1,1,3,1,0,0,4,2,4,3,3
3372,20,Yes,Travel_Rarely,Research & Development,29,3,Life Sciences,1,Female,3,Laboratory Technician,Single,27070,1,Y,11,8,0,1,2,1,0,0,1,1,3,3,3
3373,31,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,4,Research Director,Married,190680,0,Y,12,8,0,10,1,9,8,5,4,4,1,3,3
3374,40,No,Travel_Frequently,Sales,1,3,Marketing,1,Male,1,Research Scientist,Divorced,39310,8,Y,19,8,0,3,2,1,0,0,4,2,3,2,3
3375,32,No,Travel_Rarely,Research & Development,24,3,Life Sciences,1,Male,4,Laboratory Technician,Married,37300,1,Y,25,8,1,8,4,8,6,3,3,1,4,3,4
3376,36,Yes,Travel_Rarely,Research & Development,10,3,Medical,1,Male,3,Sales Executive,Married,22320,1,Y,12,8,1,16,2,16,3,7,3,4,3,3,3
3377,33,No,Travel_Rarely,Research & Development,1,4,Medical,1,Female,4,Manufacturing Director,Single,44650,0,Y,13,8,0,6,3,5,1,4,2,4,3,3,3
3378,37,Yes,Travel_Rarely,Sales,10,4,Marketing,1,Female,3,Human Resources,Married,30720,5,Y,14,8,0,17,3,14,11,7,1,3,1,2,3
3379,45,No,Non-Travel,Research & Development,8,1,Life Sciences,1,Male,2,Sales Executive,Married,33190,1,Y,12,8,1,9,3,9,0,8,3,2,2,3,3
3380,29,No,Travel_Frequently,Research & Development,29,1,Life Sciences,1,Male,1,Sales Representative,Married,192020,1,Y,12,8,0,3,5,3,0,2,3,4,3,3,3
3381,35,No,Travel_Rarely,Human Resources,1,3,Human Resources,1,Male,3,Laboratory Technician,Married,136750,1,Y,15,8,3,5,5,5,1,0,3,3,3,2,3
3382,52,No,Travel_Rarely,Research & Development,5,4,Other,1,Male,1,Laboratory Technician,Married,29110,2,Y,17,8,2,26,3,9,7,8,4,4,2,3,3
3383,58,Yes,Travel_Rarely,Sales,9,2,Medical,1,Female,4,Sales Executive,Single,59570,4,Y,14,8,1,7,2,1,0,0,4,3,3,1,3
3384,53,No,Travel_Rarely,Research & Development,9,3,Technical Degree,1,Male,1,Manager,Divorced,39200,6,Y,16,8,1,22,3,17,15,2,3,3,4,3,3
3385,30,No,Travel_Rarely,Sales,3,4,Marketing,1,Male,1,Sales Executive,Divorced,64340,5,Y,14,8,1,10,3,8,7,7,3,3,4,2,3
3386,38,No,Non-Travel,Sales,4,3,Life Sciences,1,Male,2,Research Director,Single,100480,1,Y,23,8,1,6,2,5,1,3,3,4,3,3,4
3387,35,No,Travel_Rarely,Sales,1,2,Life Sciences,1,Female,2,Healthcare Representative,Divorced,109380,6,Y,14,8,2,12,2,10,0,8,4,4,3,1,3
3388,39,No,Travel_Rarely,Sales,1,1,Marketing,1,Male,2,Research Scientist,Single,23400,0,Y,11,8,1,9,2,8,0,7,NA,3,3,2,3
3389,40,Yes,Non-Travel,Research & Development,2,4,Life Sciences,1,Male,1,Human Resources,Single,65450,4,Y,15,8,0,22,2,1,0,0,2,2,2,3,3
3390,47,No,Travel_Frequently,Research & Development,7,4,Life Sciences,1,Male,3,Sales Executive,Divorced,69310,1,Y,11,8,0,20,3,19,2,7,3,3,4,3,3
3391,36,No,Non-Travel,Sales,28,1,Life Sciences,1,Male,2,Research Scientist,Divorced,48980,4,Y,13,8,1,12,3,7,0,7,1,4,3,3,3
3392,31,Yes,Non-Travel,Research & Development,28,4,Medical,1,Male,2,Research Scientist,Single,25930,0,Y,21,8,0,4,2,3,1,2,3,1,3,3,4
3393,33,No,Non-Travel,Sales,15,3,Other,1,Male,4,Research Director,Single,194360,1,Y,19,8,2,10,4,10,6,0,4,3,3,3,3
3394,29,Yes,Travel_Rarely,Human Resources,3,5,Life Sciences,1,Male,1,Sales Executive,Single,27230,6,Y,11,8,1,3,2,0,0,0,4,1,3,2,3
3395,33,No,Travel_Rarely,Research & Development,2,2,Technical Degree,1,Male,2,Laboratory Technician,Single,34790,3,Y,12,8,0,5,3,3,0,2,2,4,3,3,3
3396,45,No,Travel_Rarely,Research & Development,26,1,Medical,1,Female,3,Healthcare Representative,Divorced,27940,3,Y,19,8,1,8,2,5,0,2,4,4,3,3,3
3397,50,No,Travel_Rarely,Sales,10,1,Life Sciences,1,Female,1,Manufacturing Director,Divorced,52490,9,Y,21,8,2,32,2,5,1,3,4,4,2,2,4
3398,33,No,Travel_Frequently,Sales,1,3,Marketing,1,Male,2,Human Resources,Married,21760,1,Y,14,8,1,6,2,6,1,2,3,2,3,2,3
3399,41,No,Travel_Frequently,Sales,11,3,Other,1,Male,1,Laboratory Technician,Divorced,168720,2,Y,15,8,1,21,2,18,0,11,1,3,4,3,3
3400,27,No,Travel_Rarely,Research & Development,20,4,Other,1,Male,2,Manufacturing Director,Married,34850,9,Y,17,8,2,4,2,2,2,2,3,2,3,3,3
3401,45,No,Non-Travel,Sales,2,3,Medical,1,Female,1,Sales Executive,Married,66440,1,Y,12,8,0,9,3,9,0,8,4,1,3,4,3
3402,47,No,Travel_Rarely,Sales,18,4,Medical,1,Female,2,Research Scientist,Single,55820,1,Y,16,8,0,9,3,9,0,7,4,4,3,3,3
3403,30,Yes,Travel_Rarely,Sales,2,3,Life Sciences,1,Male,2,Healthcare Representative,Married,40000,4,Y,12,8,0,7,5,5,0,1,1,3,3,2,3
3404,50,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,Female,2,Sales Executive,Married,134960,3,Y,18,8,1,22,3,12,1,5,4,3,3,3,3
3405,38,No,Travel_Frequently,Research & Development,13,3,Technical Degree,1,Male,1,Manufacturing Director,Married,32100,0,Y,17,8,2,3,5,2,0,2,3,3,2,2,3
3406,46,No,Travel_Rarely,Research & Development,28,3,Medical,1,Female,3,Human Resources,Divorced,190450,6,Y,11,8,3,13,2,8,0,7,4,3,3,3,3
3407,24,No,Travel_Rarely,Sales,28,3,Life Sciences,1,Female,1,Healthcare Representative,Divorced,118490,1,Y,16,8,1,5,3,4,3,2,4,3,3,3,3
3408,35,Yes,Travel_Rarely,Sales,24,3,Medical,1,Male,3,Healthcare Representative,Divorced,20700,1,Y,13,8,3,5,1,4,0,2,3,2,1,2,3
3409,31,No,Travel_Frequently,Research & Development,5,2,Technical Degree,1,Male,2,Sales Executive,Married,65020,1,Y,12,8,0,4,3,4,0,3,3,1,3,3,3
3410,18,No,Non-Travel,Sales,5,4,Other,1,Male,2,Manager,Single,32300,1,Y,12,8,1,0,3,0,0,0,2,4,3,3,3
3411,54,No,Travel_Rarely,Sales,23,3,Medical,1,Female,1,Laboratory Technician,Married,136030,8,Y,13,8,1,22,2,10,0,8,3,3,3,3,3
3412,35,No,Travel_Rarely,Research & Development,6,4,Medical,1,Female,1,Manufacturing Director,Divorced,119960,1,Y,19,8,2,16,3,16,10,1,3,3,2,3,3
3413,30,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,Female,5,Healthcare Representative,Married,56050,0,Y,12,8,1,9,0,8,1,7,2,1,2,2,3
3414,20,Yes,Travel_Rarely,Research & Development,2,2,Life Sciences,1,Female,2,Research Scientist,Single,63970,1,Y,17,8,1,1,3,1,0,0,4,1,3,3,3
3415,30,Yes,Travel_Frequently,Research & Development,8,4,Medical,1,Male,1,Sales Executive,Single,191440,0,Y,11,8,0,4,3,3,1,2,2,2,3,3,3
3416,26,No,Travel_Rarely,Sales,1,3,Marketing,1,Female,2,Research Scientist,Married,175840,1,Y,20,8,0,8,2,8,1,3,4,4,3,3,4
3417,22,No,Travel_Rarely,Research & Development,8,3,Other,1,Male,2,Sales Representative,Married,49070,1,Y,21,8,1,4,2,4,1,1,2,1,2,3,4
3418,48,No,Travel_Rarely,Human Resources,2,4,Medical,1,Male,2,Sales Executive,Single,45540,2,Y,11,8,2,19,3,2,2,2,1,3,3,3,3
3419,48,No,Travel_Rarely,Sales,3,3,Medical,1,Male,1,Research Director,Single,54150,7,Y,11,8,1,27,1,15,4,8,3,3,3,3,3
3420,41,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,2,Research Scientist,Single,47410,6,Y,16,8,0,8,3,2,2,1,4,3,3,3,3
3421,39,No,Travel_Rarely,Sales,2,3,Life Sciences,1,Male,3,Human Resources,Married,21150,1,Y,18,8,0,21,3,21,11,8,4,4,3,4,3
3422,27,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Male,2,Human Resources,Married,31610,0,Y,13,8,2,4,0,3,2,2,1,4,3,3,3
3423,35,No,Travel_Rarely,Sales,24,3,Medical,1,Male,5,Sales Executive,Divorced,57450,1,Y,17,8,3,3,4,3,1,2,2,4,2,3,3
3424,42,No,Travel_Rarely,Research & Development,23,4,Other,1,Male,1,Research Scientist,Married,23730,6,Y,14,8,1,21,3,1,0,0,4,3,4,4,3
3425,50,No,Travel_Rarely,Sales,27,3,Medical,1,Male,2,Sales Executive,Married,33100,4,Y,22,8,1,8,3,1,0,0,1,4,3,4,4
3426,59,No,Travel_Rarely,Research & Development,16,4,Medical,1,Female,5,Laboratory Technician,Single,186650,3,Y,12,8,0,30,3,5,4,3,3,4,3,2,3
3427,37,Yes,Travel_Rarely,Sales,15,3,Marketing,1,Male,2,Laboratory Technician,Married,44850,5,Y,11,8,1,15,2,1,0,0,1,2,1,4,3
3428,55,No,Travel_Frequently,Research & Development,26,2,Life Sciences,1,Female,2,Sales Executive,Married,27890,3,Y,13,8,1,17,2,8,6,7,3,2,3,2,3
3429,41,No,Non-Travel,Research & Development,19,1,Life Sciences,1,Male,2,Research Scientist,Divorced,58280,1,Y,13,8,0,21,0,21,5,10,2,3,3,3,3
3430,38,No,Travel_Rarely,Research & Development,24,2,Other,1,Female,1,Laboratory Technician,Single,23260,8,Y,14,8,0,19,3,1,0,0,2,4,3,4,3
3431,26,Yes,Non-Travel,Research & Development,21,1,Life Sciences,1,Female,1,Manufacturing Director,Single,135250,8,Y,17,8,1,7,4,2,2,2,2,1,3,2,3
3432,52,Yes,Travel_Rarely,Research & Development,5,4,Medical,1,Female,4,Human Resources,Married,14200,1,Y,13,8,1,33,2,32,6,9,1,4,3,4,3
3433,44,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1,Female,1,Healthcare Representative,Married,80200,3,Y,11,8,1,23,2,12,11,11,4,4,3,3,3
3434,50,No,Non-Travel,Human Resources,2,2,Life Sciences,1,Male,1,Laboratory Technician,Married,36880,0,Y,11,8,0,19,3,18,0,13,4,3,3,2,3
3435,36,Yes,Travel_Rarely,Sales,2,4,Technical Degree,1,Male,4,Sales Executive,Single,54820,1,Y,18,8,0,18,3,17,15,14,3,1,3,3,3
3436,39,No,Travel_Frequently,Sales,11,3,Marketing,1,Male,1,Sales Executive,Single,160150,1,Y,11,8,0,21,3,21,2,8,4,1,3,4,3
3437,33,No,Non-Travel,Sales,9,2,Technical Degree,1,Male,5,Sales Representative,Single,12000,0,Y,11,8,1,3,3,2,2,2,2,4,2,3,3
3438,45,No,Travel_Rarely,Research & Development,7,2,Other,1,Male,1,Human Resources,Married,56610,3,Y,12,8,0,26,2,9,1,1,4,4,4,2,3
3439,32,No,Non-Travel,Research & Development,15,3,Medical,1,Male,2,Manager,Single,69290,9,Y,20,8,0,10,6,8,7,7,4,3,3,1,4
3440,34,No,Travel_Rarely,Sales,6,4,Marketing,1,Male,2,Research Director,Divorced,96130,0,Y,12,8,1,16,5,15,0,9,2,4,2,2,3
3441,59,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,Male,2,Research Scientist,Married,56740,3,Y,12,8,0,14,6,6,0,4,2,4,1,3,3
3442,45,No,Travel_Rarely,Research & Development,16,1,Medical,1,Male,2,Sales Executive,Single,54840,1,Y,20,8,3,6,6,6,0,4,2,2,3,3,4
3443,53,No,Travel_Frequently,Sales,8,2,Medical,1,Male,2,Research Scientist,Married,120610,2,Y,20,8,1,30,2,15,6,12,3,2,3,4,4
3444,36,Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,1,Female,1,Research Scientist,Divorced,56600,7,Y,12,8,0,9,3,1,0,0,1,3,2,3,3
3445,26,Yes,Travel_Frequently,Sales,2,3,Life Sciences,1,Male,2,Research Scientist,Married,48210,6,Y,14,8,2,6,2,3,1,2,1,1,3,3,3
3446,34,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,Male,1,Sales Representative,Married,64100,1,Y,13,8,1,1,5,1,0,0,3,3,3,2,3
3447,28,No,Travel_Rarely,Research & Development,10,3,Other,1,Male,2,Sales Representative,Married,52100,1,Y,15,8,0,1,1,1,0,0,4,2,3,4,3
3448,38,No,Travel_Frequently,Sales,9,4,Medical,1,Male,2,Research Scientist,Married,26950,3,Y,14,8,1,8,4,2,2,2,3,3,3,1,3
3449,50,No,Travel_Rarely,Research & Development,5,4,Life Sciences,1,Male,1,Sales Executive,Married,118780,2,Y,13,8,1,29,2,8,7,7,2,3,2,3,3
3450,37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,1,Laboratory Technician,Single,170680,3,Y,23,8,0,8,6,4,0,1,4,2,2,3,4
3451,40,No,Travel_Rarely,Human Resources,2,3,Medical,1,Male,5,Sales Executive,Married,24550,1,Y,15,8,1,8,2,7,7,5,3,1,2,3,3
3452,26,No,Travel_Frequently,Research & Development,3,3,Medical,1,Male,2,Laboratory Technician,Divorced,139640,1,Y,11,8,2,5,1,5,1,3,1,3,3,2,3
3453,46,No,Travel_Rarely,Research & Development,2,1,Medical,1,Female,3,Research Scientist,Divorced,49410,9,Y,13,8,2,23,2,2,2,2,4,4,3,2,3
3454,54,No,Travel_Rarely,Research & Development,5,3,Medical,1,Female,2,Manufacturing Director,Married,24780,6,Y,11,8,0,13,0,9,7,0,3,3,3,3,3
3455,56,No,Travel_Frequently,Research & Development,1,2,Life Sciences,1,Female,2,Manufacturing Director,Married,52280,2,Y,11,8,0,18,4,5,0,3,1,3,3,3,3
3456,36,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,Female,2,Human Resources,Single,44780,0,Y,18,8,1,15,3,14,7,8,4,4,2,3,3
3457,55,No,Non-Travel,Research & Development,2,3,Medical,1,Female,2,Manager,Single,75470,7,Y,16,8,0,31,2,9,6,2,3,1,4,2,3
3458,43,No,Travel_Rarely,Sales,25,2,Life Sciences,1,Male,3,Research Scientist,Divorced,50550,5,Y,22,8,0,18,2,1,0,0,3,4,3,2,4
3459,20,Yes,Travel_Frequently,Sales,8,3,Marketing,1,Male,3,Sales Executive,Single,34640,1,Y,20,8,0,2,3,2,0,2,4,4,3,2,4
3460,21,Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,1,Manager,Single,57750,1,Y,18,8,0,1,2,1,1,0,3,1,2,3,3
3461,46,No,Travel_Rarely,Sales,12,3,Marketing,1,Female,3,Healthcare Representative,Divorced,89430,8,Y,12,8,1,19,6,16,1,7,4,1,3,3,3
3462,51,Yes,Travel_Rarely,Sales,23,3,Medical,1,Female,2,Research Scientist,Married,192720,9,Y,20,8,0,18,2,10,2,7,1,3,4,3,4
3463,28,Yes,Non-Travel,Research & Development,19,4,Life Sciences,1,Female,4,Laboratory Technician,Single,52380,1,Y,17,8,1,10,4,10,1,9,2,1,2,2,3
3464,26,No,Travel_Rarely,Research & Development,5,4,Medical,1,Female,2,Sales Executive,Married,46820,1,Y,11,8,1,6,3,5,1,3,1,1,3,1,3
3465,30,No,Travel_Rarely,Research & Development,8,3,Medical,1,Female,1,Sales Executive,Married,183000,0,Y,14,8,0,7,6,6,0,2,3,1,2,3,3
3466,41,No,Travel_Rarely,Sales,1,4,Life Sciences,1,Female,1,Research Director,Married,52570,1,Y,14,8,0,10,2,10,0,8,2,3,3,4,3
3467,38,No,Travel_Rarely,Research & Development,5,3,Technical Degree,1,Male,1,Sales Executive,Married,63490,0,Y,11,8,0,20,3,19,1,9,3,3,2,3,3
3468,40,No,Travel_Rarely,Sales,1,4,Marketing,1,Male,1,Sales Executive,Married,48690,4,Y,12,8,0,14,2,11,11,1,1,4,3,3,3
3469,27,No,Non-Travel,Sales,11,3,Technical Degree,1,Female,2,Laboratory Technician,Married,99850,1,Y,14,8,1,3,3,3,1,2,1,3,3,2,3
3470,55,No,Travel_Frequently,Research & Development,23,5,Life Sciences,1,Male,3,Laboratory Technician,Married,36970,3,Y,13,8,1,23,1,3,1,2,4,2,3,3,3
3471,28,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,2,Healthcare Representative,Single,74570,3,Y,11,8,2,10,1,8,1,7,3,3,4,4,3
3472,44,Yes,Travel_Rarely,Research & Development,18,4,Life Sciences,1,Female,2,Sales Executive,Married,21190,9,Y,15,8,0,24,3,20,3,6,2,1,3,3,3
3473,33,No,Travel_Rarely,Sales,23,4,Marketing,1,Female,4,Sales Executive,Divorced,39830,4,Y,12,8,0,9,3,3,1,2,4,4,3,3,3
3474,35,Yes,Travel_Rarely,Sales,7,4,Life Sciences,1,Male,3,Sales Representative,Single,61180,0,Y,21,8,1,9,3,8,4,7,4,1,3,2,4
3475,33,Yes,Travel_Frequently,Research & Development,1,2,Life Sciences,1,Female,1,Sales Executive,Single,62140,1,Y,19,8,2,14,3,13,3,8,1,3,3,3,3
3476,28,No,Travel_Rarely,Human Resources,1,1,Human Resources,1,Male,2,Research Scientist,Divorced,63470,1,Y,15,8,1,4,2,4,2,2,1,3,2,3,3
3477,34,No,Travel_Frequently,Sales,29,4,Marketing,1,Male,1,Research Scientist,Single,115100,0,Y,14,8,1,7,5,6,0,4,1,4,2,3,3
3478,37,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1,Male,4,Sales Executive,Divorced,71430,2,Y,21,8,0,8,6,1,0,0,4,4,3,2,4
3479,25,Yes,Travel_Rarely,Human Resources,25,4,Human Resources,1,Female,2,Research Scientist,Married,82680,1,Y,12,8,0,7,3,7,5,6,4,4,4,2,3
3480,26,Yes,Travel_Rarely,Sales,8,2,Marketing,1,Male,2,Sales Executive,Divorced,80950,1,Y,15,8,0,1,3,1,0,0,1,3,2,4,3
3481,33,Yes,Travel_Rarely,Research & Development,8,2,Life Sciences,1,Male,4,Manufacturing Director,Single,29040,4,Y,13,8,0,5,2,2,2,2,1,2,3,3,3
3482,42,No,Travel_Rarely,Research & Development,11,1,Life Sciences,1,Male,4,Research Scientist,Married,60320,0,Y,14,8,0,23,2,22,13,7,4,1,3,2,3
3483,28,Yes,Travel_Frequently,Research & Development,7,3,Life Sciences,1,Male,2,Manager,Divorced,29760,1,Y,14,8,0,1,3,1,0,0,1,2,3,3,3
3484,50,Yes,Travel_Frequently,Research & Development,1,4,Medical,1,Male,2,Research Scientist,Single,159920,3,Y,14,8,0,5,3,0,0,0,4,3,3,3,3
3485,33,No,Travel_Frequently,Sales,9,3,Medical,1,Female,2,Research Scientist,Married,46490,0,Y,12,8,0,4,2,3,0,2,4,2,3,2,3
3486,34,No,Non-Travel,Sales,1,1,Marketing,1,Female,2,Research Director,Married,26960,3,Y,23,8,0,6,3,0,0,0,3,4,3,3,4
3487,48,No,Non-Travel,Sales,2,1,Life Sciences,1,Male,2,Sales Executive,Single,23700,2,Y,11,8,0,27,3,5,2,1,1,4,2,3,3
3488,45,No,Non-Travel,Research & Development,1,3,Medical,1,Female,2,Human Resources,Married,125040,1,Y,12,8,1,15,2,15,4,12,2,3,3,3,3
3489,52,No,Travel_Rarely,Sales,1,3,Life Sciences,1,Male,1,Sales Executive,Single,59740,7,Y,18,8,1,18,6,8,4,0,2,2,3,3,3
3490,38,No,Travel_Rarely,Research & Development,6,2,Medical,1,Male,1,Research Scientist,Divorced,47360,0,Y,11,8,1,9,3,8,2,7,3,3,3,2,3
3491,29,No,Travel_Rarely,Research & Development,8,3,Medical,1,Female,4,Research Scientist,Divorced,52960,4,Y,14,8,0,11,3,7,1,7,3,4,3,4,3
3492,28,No,Travel_Rarely,Human Resources,1,3,Human Resources,1,Female,4,Laboratory Technician,Divorced,67810,0,Y,15,8,1,10,2,9,1,7,4,2,2,3,3
3493,46,No,Travel_Rarely,Research & Development,6,4,Medical,1,Male,3,Sales Executive,Married,21740,3,Y,11,8,1,23,3,12,4,9,1,3,3,3,3
3494,38,No,Travel_Rarely,Research & Development,7,4,Medical,1,Male,1,Sales Executive,Single,66530,7,Y,20,8,1,10,2,1,0,0,4,2,3,3,4
3495,43,No,Travel_Frequently,Research & Development,5,3,Medical,1,Female,2,Laboratory Technician,Married,96990,8,Y,19,8,1,18,3,8,0,1,3,1,3,3,3
3496,39,Yes,Travel_Frequently,Sales,1,3,Marketing,1,Male,2,Healthcare Representative,Divorced,67550,7,Y,14,8,1,21,2,18,11,5,1,4,3,3,3
3497,40,No,Travel_Rarely,Research & Development,1,1,Life Sciences,1,Male,1,Healthcare Representative,Single,22130,1,Y,17,8,0,21,4,20,4,9,3,3,4,3,3
3498,21,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Female,1,Research Scientist,Single,26100,1,Y,11,8,1,2,3,2,2,2,4,2,4,2,3
3499,39,No,Non-Travel,Research & Development,6,3,Life Sciences,1,Male,1,Laboratory Technician,Single,28510,9,Y,15,8,0,9,2,5,0,3,3,2,2,3,3
3500,36,No,Non-Travel,Research & Development,1,3,Medical,1,Male,3,Sales Representative,Single,34520,2,Y,13,8,3,18,4,11,0,9,1,4,3,4,3
3501,31,No,Travel_Frequently,Research & Development,7,3,Life Sciences,1,Male,1,Sales Executive,Married,52580,0,Y,14,8,3,3,5,2,2,2,3,4,3,3,3
3502,28,No,Travel_Rarely,Sales,2,4,Marketing,1,Male,1,Sales Executive,Married,93550,0,Y,11,8,0,6,4,5,0,4,1,2,1,3,3
3503,35,No,Travel_Frequently,Research & Development,9,2,Other,1,Female,1,Manufacturing Director,Divorced,104960,1,Y,13,8,1,5,2,5,0,2,4,4,3,3,3
3504,49,No,Travel_Rarely,Sales,2,2,Medical,1,Female,1,Sales Executive,Married,63800,6,Y,23,8,1,22,1,9,2,3,4,2,3,2,4
3505,34,No,Travel_Frequently,Sales,9,1,Technical Degree,1,Male,2,Sales Executive,Single,26570,2,Y,13,8,1,5,3,3,0,2,4,3,2,2,3
3506,29,No,Travel_Frequently,Research & Development,1,4,Medical,1,Male,3,Research Scientist,Divorced,27160,0,Y,18,8,0,8,2,7,1,1,4,2,2,1,3
3507,42,No,Travel_Rarely,Sales,21,2,Life Sciences,1,Female,1,Healthcare Representative,Single,22010,4,Y,12,8,1,16,3,1,0,0,2,4,3,4,3
3508,29,No,Travel_Rarely,Sales,4,2,Other,1,Female,2,Healthcare Representative,Married,65400,1,Y,22,8,0,10,2,10,1,2,2,4,2,1,4
3509,38,No,Travel_Rarely,Research & Development,1,3,Medical,1,Female,1,Human Resources,Married,38160,1,Y,13,8,2,7,2,7,5,0,3,3,4,2,3
3510,28,No,Travel_Frequently,Sales,6,4,Life Sciences,1,Male,1,Manager,Divorced,52530,1,Y,15,8,0,3,2,3,0,2,3,3,3,3,3
3511,18,Yes,Non-Travel,Research & Development,2,4,Medical,1,Male,3,Laboratory Technician,Single,109650,1,Y,18,8,0,0,5,0,0,0,3,3,3,4,3
3512,33,Yes,Travel_Rarely,Research & Development,3,2,Life Sciences,1,Male,1,Sales Executive,Single,49360,0,Y,14,8,0,6,2,5,0,3,1,1,3,2,3
3513,41,No,Travel_Rarely,Research & Development,4,2,Medical,1,Male,2,Research Scientist,Married,25430,3,Y,12,8,0,6,3,1,0,0,2,4,3,3,3
3514,31,Yes,Travel_Frequently,Sales,10,3,Technical Degree,1,Female,1,Research Director,Married,53040,1,Y,17,8,0,2,3,2,2,2,3,3,2,4,3
3515,37,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,Male,3,Manufacturing Director,Divorced,166590,7,Y,16,8,1,9,2,6,1,3,3,4,3,3,3
3516,27,No,Travel_Rarely,Research & Development,6,2,Medical,1,Female,1,Healthcare Representative,Married,42600,1,Y,11,8,2,4,2,4,2,2,4,3,3,3,3
3517,34,No,Travel_Rarely,Sales,1,1,Marketing,1,Female,2,Laboratory Technician,Married,24760,1,Y,19,8,0,6,2,6,1,3,2,3,2,3,3
3518,35,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,Female,3,Laboratory Technician,Single,31020,1,Y,13,8,1,6,3,5,1,4,3,3,1,2,3
3519,29,Yes,Travel_Rarely,Research & Development,6,3,Life Sciences,1,Male,1,Sales Executive,Married,22440,1,Y,12,8,3,11,5,11,3,10,4,1,1,1,3
3520,40,No,Travel_Frequently,Research & Development,2,4,Medical,1,Male,4,Human Resources,Single,75960,9,Y,11,8,0,20,0,18,2,13,2,3,2,1,3
3521,42,Yes,Travel_Frequently,Sales,2,4,Life Sciences,1,Male,1,Laboratory Technician,Single,22850,0,Y,16,8,0,22,3,21,13,14,3,1,2,1,3
3522,42,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Male,4,Laboratory Technician,Single,30340,7,Y,21,8,1,9,3,6,1,5,2,1,4,2,4
3523,35,No,Travel_Rarely,Research & Development,5,3,Medical,1,Male,1,Healthcare Representative,Married,57150,6,Y,24,8,2,10,0,8,1,7,4,3,3,3,4
3524,24,No,Travel_Rarely,Sales,7,4,Life Sciences,1,Female,1,Laboratory Technician,Single,25760,8,Y,17,8,3,6,3,4,1,2,4,2,3,3,3
3525,28,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,1,Male,2,Sales Executive,Married,41970,1,Y,13,8,0,1,3,1,0,0,3,4,2,1,3
